"OTUID"	"saAus.K9.1"	"saAus.K9.6"	"saAus.K9.7"	"saAus.K9.8"	"saAus.K9.9"	"saAus.K9.11"	"saAus.K9.12"	"saAus.K9.14"	"saAus.K9.15"	"saAus.K9.17"	"saAus.K9.18"	"saAus.K9.21"	"saAus.K9.22"	"saAus.K9.23"	"saAus.K9.24"	"saAus.K9.25"	"saAus.K9.26"	"saAus.K9.27"	"saAus.K9.28"	"saAus.K9.29"	"saAus.K9.30"	"saAus.K9.31"	"saAus.K9.32"	"saAus.K9.35"	"saAus.K9.36"	"saAus.K9.38"	"saAus.K9.39"	"saAus.K9.40"	"saAus.K9.42"	"saAus.K9.43"	"saAus.K9.46"	"saAus.K9.47"	"saAus.K9.50"	"saAus.K9.52"	"saAus.K9.53"	"saAus.K9.56"	"saAus.K9.58"	"saAus.K9.60"	"saAus.K9.61"	"saAus.K9.63"	"saAus.K9.65"	"saAus.K9.66"	"saAus.K9.68"	"saAus.K9.69"	"saAus.K9.70"	"saAus.K9.71"	"saAus.K9.72"	"saAus.K9.73"	"saAus.K9.74"	"saAus.K9.75"	"saAus.K9.76"	"saAus.K9.77"	"saAus.K9.78"	"saAus.K9.79"	"saAus.K9.80"	"saAus.K9.82"	"saAus.K9.83"	"saAus.K9.85"	"saAus.K9.87"	"saAus.K9.88"	"saAus.K9.89"	"saAus.K9.90"	"saAus.K9.92"	"saAus.K9.93"	"saAus.K9.94"	"saAus.K9.97"	"saAus.K9.99"	"saAus.K9.100"	"saAus.K9.101"	"saAus.K9.104"	"saAus.K9.105"	"saAus.K9.106"	"saAus.K9.107"	"saAus.K9.109"	"saAus.K9.110"	"saAus.K9.113"	"saAus.K9.114"	"saAus.K9.115"	"saAus.K9.116"	"saAus.K9.117"	"saAus.K9.118"	"saAus.K9.119"	"saAus.K9.120"	"saAus.K9.121"	"saAus.K9.122"	"saAus.K9.123"	"saAus.K9.124"	"saAus.K9.125"	"saAus.K9.126"	"saAus.K9.128"	"saAus.K9.129"	"saAus.K9.131"	"saAus.K9.132"	"saAus.K9.133"	"saAus.K9.134"	"saAus.K9.135"	"saAus.K9.138"	"saAus.K9.139"	"saAus.K9.140"	"saAus.K9.141"	"saAus.K9.143"	"saAus.K9.145"	"saAus.K9.147"	"saAus.K9.148"	"saAus.K9.149"	"saAus.K9.150"	"saAus.K9.151"	"saAus.K9.152"	"saAus.K9.153"	"saAus.K9.154"	"saAus.K9.155"	"saAus.K9.157"	"saAus.K9.158"	"saAus.K9.159"	"saAus.K9.160"	"saAus.K9.161"	"saAus.K9.163"	"saAus.K9.165"	"saAus.K9.166"	"saAus.K9.167"	"saAus.K9.169"	"saAus.K9.170"	"saAus.K9.171"	"saAus.K9.172"	"saAus.K9.173"	"saAus.K9.174"	"saAus.K9.176"	"saAus.K9.177"	"saAus.K9.178"	"saAus.K9.179"	"saAus.K9.180"	"saAus.K9.181"	"saAus.K9.183"	"saAus.K9.184"	"saAus.K9.186"	"saAus.K9.187"	"saAus.K9.188"	"saAus.K9.190"	"saAus.K9.191"	"saAus.K9.193"	"saAus.K9.194"	"saAus.K9.195"	"saAus.K9.196"	"saAus.K9.197"	"saAus.K9.198"	"saAus.K9.199"	"saAus.K9.200"	"saAus.K9.201"	"saAus.K9.202"	"saAus.K9.203"	"saAus.K9.204"	"saAus.K9.205"	"saAus.K9.206"	"saAus.K9.207"	"saAus.K9.208"	"saAus.K9.209"	"saAus.K9.210"	"saAus.K9.211"	"saAus.K9.215"	"saAus.K9.216"	"saAus.K9.217"	"saAus.K9.218"	"saAus.K9.222"	"saAus.K9.223"	"saAus.K9.224"	"saAus.K9.225"	"saAus.K9.226"	"saAus.K9.228"	"saAus.K9.230"	"saAus.K9.231"	"saAus.K9.233"	"saAus.K9.235"	"saAus.K9.236"	"saAus.K9.237"	"saAus.K9.239"	"saAus.K9.240"	"saAus.K9.241"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
"0000e956e837b74e796439615815576b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01614205	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	"Archaea"	"Crenarchaeota"	"Thaumarchaeota"	"Nitrososphaerales"	"Nitrososphaeraceae"	"Candidatus Nitrososphaera"
"00046f09cb50a9cf715b3746785b9925"	0.024213075	0	0	0.008071025	0.008071025	0.01614205	0	0.0322841	0.01614205	0.008071025	0	0	0.008071025	0	0	0	0.008071025	0.008071025	0.04842615	0.008071025	0	0	0.008071025	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0.008071025	0	0.008071025	0.008071025	0.008071025	0.008071025	0.008071025	0	0	0	0.008071025	0	0.0322841	0	0.008071025	0.008071025	0.008071025	0	0	0.008071025	0	0	0	0.008071025	0.0968523	0	0.0322841	0	0.008071025	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0.008071025	0	0.01614205	0	0.185633575	0.008071025	0	0.024213075	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0.008071025	0	0	0	0.024213075	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0.01614205	0.01614205	0	0	0	0.08071025	0	0	0	0	0	0.024213075	0.209846651	0	0	0.11299435	0	0.008071025	0.169491525	0	0	0	0	0	"Archaea"	"Euryarchaeota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"Methanobrevibacter"
"0009ab33ee6d268d1f73c0e97b67b2dc"	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0.008071025	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024213075	0	0	0	0.008071025	0	0.01614205	0	0	0	0	0	"Archaea"	"Euryarchaeota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"Methanosphaera"
"000a0a8a4a287080808bf3568c6b1999"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Other"	"Other"	"Other"	"Other"	"Other"
"000a42b66c7e6f6672709e4f522052f5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"AD3"	"JG37-AG-4"	NA	NA	NA
"000c24bce1b8d045ef309cfa7fe28982"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	NA	NA
"001103c6d87c26d09e3bd677b6e5b3d7"	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"EB1017"	NA
"0012ac67281898d09cdfb0362e395288"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Microthrixaceae"	NA
"0015fc1121b572884015004ef5a833cc"	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01614205	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0.008071025	0	0	0	0	0	0	0.01614205	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0.008071025	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Other"	"Other"
"001641c58cc97e815dc5d75a89921df8"	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01614205	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0.008071025	0	0.008071025	0	0	0	0	0	0	0.01614205	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0.01614205	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0.008071025	0	0	0.008071025	0	0	0	0.008071025	0	0	0	0.008071025	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0.008071025	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	NA	NA
"001b66c16fca533aabfc1183bdb1c92a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0.024213075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	NA
"001c90c54105c2c04cd576b49269798b"	0	0.008071025	0.008071025	0.008071025	0.008071025	0	0	0	0	0.008071025	0	0	0	0.008071025	0.008071025	0.008071025	0	0.008071025	0	0	0.008071025	0.008071025	0	0	0	0	0.008071025	0	0	0	0.008071025	0	0	0	0	0	0.01614205	0	0.008071025	0	0	0.008071025	0	0	0	0.01614205	0	0	0.008071025	0.0322841	0.01614205	0.008071025	0	0.01614205	0.008071025	0	0.040355125	0.008071025	0.008071025	0.056497175	0	0.040355125	0.008071025	0	0	0	0	0.01614205	0.01614205	0	0.008071025	0.1937046	0.008071025	0.008071025	0	0.01614205	0.040355125	0	0.040355125	0.01614205	0.008071025	0.01614205	0.01614205	0.024213075	0	0.008071025	0.024213075	0.008071025	0	0.008071025	0	0.01614205	0.008071025	0.01614205	0.008071025	0	0.008071025	0.0322841	0.008071025	0.040355125	0	0	0.008071025	0.024213075	0.008071025	0.008071025	0	0	0	0	0.008071025	0	0	0.008071025	0.01614205	0.008071025	0	0	0	0	0.008071025	0	0	0	0.008071025	0.01614205	0.008071025	0.01614205	0.024213075	0.008071025	0	0	0.008071025	0.008071025	0	0	0.01614205	0	0	0	0	0	0.008071025	0	0.008071025	0	0	0	0.0645682	0	0.008071025	0	0	0	0.024213075	0	0.008071025	0.024213075	0.040355125	0.008071025	0.008071025	0	0	0.008071025	0.008071025	0	0	0	0	0.008071025	0	0.01614205	0	0	0	0	0.024213075	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"
"00244bcb5e33076948aece1ba1364281"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Trueperella"
"002be61d1b5cb067bf155d79de396c82"	0.008071025	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Brevibacteriaceae"	"Brevibacterium"
"002e505846a8f04cc316fc5ec9c11350"	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0.01614205	0	0	0	0	0	0	0.008071025	0	0	0	0.008071025	0	0	0.01614205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0.072639225	0	0	0	0	0	0.008071025	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01614205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Cellulomonadaceae"	"Other"
"003853d99527525eac1f9d6198869d50"	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Cellulomonadaceae"	"Actinotalea"
"003a46f7e6b779ab14b7c77b28dc4947"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0.008071025	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Cellulomonadaceae"	"Cellulomonas"
"003afe2b99ffaa7ee4f802131a347e57"	0	0.008071025	0	0	0	0.0322841	0	0.008071025	0.008071025	0.008071025	0	0	0.008071025	0.008071025	0.024213075	0.008071025	0	0	0	0	0	0	0	0	0.008071025	0.024213075	0.008071025	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0.008071025	0	0	0	0	0.008071025	0.0322841	0	0	0.008071025	0.024213075	0.008071025	0.008071025	0	0	0	0	0.024213075	0.024213075	0.008071025	0	0	0	0	0	0	0	0	0.01614205	0.01614205	0	0.024213075	0	0	0.008071025	0.0322841	0.008071025	0.024213075	0.008071025	0	0.01614205	0.008071025	0	0	0	0.008071025	0	0	0	0.008071025	0	0	0	0.008071025	0	0.01614205	0.01614205	0	0	0.008071025	0.008071025	0	0.01614205	0.008071025	0	0	0	0	0.024213075	0.807102502	0	0	0	0	0	0.008071025	0.008071025	0.01614205	0	0.008071025	0.008071025	0.01614205	0.01614205	0.024213075	0.008071025	0.04842615	0.008071025	0	0.024213075	0	0	0	0.056497175	0	0.008071025	0.01614205	0.040355125	0.01614205	0.008071025	0	0	0.008071025	0	0.008071025	0.01614205	0	0	0	0	0.01614205	0.088781275	0	0.008071025	0	0.008071025	0.008071025	0	0	0.040355125	0.01614205	0	0.008071025	0	0	0.008071025	0	0	0.008071025	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
"004433dbd12316edd776e153b24a6c99"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Dermabacteraceae"	NA
"004ceea2bac92e0c3a4116b2528e5595"	0	0	0.008071025	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0.01614205	0	0	0	0	0	0	0	0.01614205	0.008071025	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01614205	0.008071025	0	0	0	0	0	0	0	0	0	0.01614205	0	0	0	0	0.01614205	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0.01614205	0	0	0	0	0	0	0.008071025	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Dermabacteraceae"	"Brachybacterium"
"004e29bd18370f365758ab28c297f5c4"	0	0	0	0	0	0	0	0	0	0	0	0	0.01614205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024213075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0.01614205	0	0	0	0.01614205	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Dermacoccaceae"	"Dermacoccus"
"0051f488ef13d5565e91092cd9268066"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Dermatophilaceae"	"Other"
"0059952933793d3aad4a643205b79b62"	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01614205	0	0	0	0	0	0	0.024213075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08071025	0	0	0	0	0.008071025	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Dietziaceae"	"Dietzia"
"0060134da330f98d306a73da89deef0e"	0	0	0	0.008071025	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0.01614205	0	0	0	0	0	0	0.01614205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Geodermatophilaceae"	"Other"
