OTUID	Kingdom	Phylum	Class	Order	Family	Genus
0506337abc2c53fc679752295cb251e4	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]	Mogibacterium
050ba4e6e9f9d9a4dd638cca17eab6c8	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	NA
050fae130636c597e948f72761df69b3	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Anaerococcus
05155023ac6def9954000c596efb7e9b	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Finegoldia
05232dcf707567191b1bcc1fd79be484	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Gallicola
0525b909f1d26b88a539aa1a39c843ce	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Parvimonas
053439816753cb84f1797275855fdde3	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Peptoniphilus
0536b811d2d0f190c07b90c748375048	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Sedimentibacter
053b662ad57af650bf644f8ce1239443	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Other
05415a2c3107a2094967cc6a6896d924	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	NA
05531d83634c8c6bca259536cdb2d3c0	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Allobaculum
055c7dfb194a11a95d4f0cf6d979382b	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
055f32d5ca7c533921f5f0d4b1d8608c	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus
0565f6f67950da0e9d883706a936bbff	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix
056d53bfc2a74eb9bda9129e1f4450d2	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Holdemania
05714a495b8b4d3cf147d9da88a3563e	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	PSB-M-3
0574bd11390d1b4c3b62c4ed6168e02e	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	[Eubacterium]
0577850efdb66d9ce3e999ea705c881b	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	p-75-a5
057864cdba0f76e26e9efd335ef834da	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Other
057b25e355b3f2ca127d0376fa076761	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium
0599386786ceec2c4282d7791d959ab0	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
059a3b7b2ff5252fe621b9807e69a024	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA
059e7782868a623ed2f6ee0aa72d614a	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	NA
05a208f734c780ed909c87e2e17014a2	Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Isosphaeraceae	NA
05ae9a417ace3587a04d9dce803eaa4a	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	NA
05b4fcef734b4914b423abc7f06e8e6b	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	A17
05b59560a35a131904df8ccb6ecf53ad	Bacteria	Proteobacteria	Other	Other	Other	Other
05b700dad8bee301c3f37d8cbf4cd975	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
05bf0515d6f454fdea93e0845d9e2f4b	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Mycoplana
05c12625e4906c3682e77830c3c339f2	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	NA	NA
05cd630d5504f3853d83bfd993fb7ce4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
05cfa21b47ba9636a4462d2f139ba050	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA
05d9077e09a438d5a25b7d465dc9d1fb	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
05da69e0d3942475560086c27add9a13	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Balneimonas
05e1f3be2c2df8ae95a89d5709de5ea3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Other
05f005a31f963a53b7e0a5687b27ec0b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum
05f82765a0bcdba87e419e52dd29f01c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Other
0600ff50facfc39d58fc27efb1dd59ec	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
06016012c1e232ade1fd2e2a76bf12fd	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia
060744474c3fbdf6c9c9e328dacefccb	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
060ff4fc5902d1a1b2b5780997accb8f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes
0611e761616751cc8280a36df080dbda	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA
06164c0269293cb1d35e8c0b4ad87b7f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
0617e0a4b15a22358576a5fe7eb87855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	NA
062aed8ee731e32c8e30db9b24678bf6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus
062c48cb67fa3b0f81c26744f36908de	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
062fd53643c39646091d28eea9073973	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium
0638ae247e217f4e8a42b0aa4423f343	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
063fa19f2def89ebfda2dfc6fe41e8e6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium
064212b7fe728eeba47915e9663dca4b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Other
0655ad39618e21c0109018fcc1ebfe46	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
0657abb6bbcc8158b24a24387b29d26d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
0658f4b9489a21f0944e4ae4a98173ff	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
065fe4a322c4a989b0b3b960aa346aff	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
0661747c6e75c9ee8017313543b0b3e0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
06640a9a459fb7e427176f71e40d39a5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
06641e9c5af20a3afa8c282987c934de	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
0665e36cfa8d4fb8cfe4988d3c5b1843	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	NA
0678b8af6e2caf469df993a9e514f920	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
068191967978101ed6ccfee8c6a13a5f	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Kaistobacter
069356addd2e2cddb9ee3fba42589fb3	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
0694b5f835b9b70ddffa86967fc60c5e	Bacteria	Proteobacteria	Betaproteobacteria	Other	Other	Other
069c7066daaed6970374b6a9a3347ff4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Other	Other
06a90da83ac4778c40ffcd9129387239	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA
06a9334b79959a91686db30bc51c7819	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Other
06b70bfd7c0b9edbba97b627bf2240d4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	NA
06b9cb1d4721addac43a22485c3da9bc	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella
06c38502680148d5f39112053e66fb92	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
06ce9ee40712a3b4b8d6b7fbda5027d4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Other
06d0d00d49c837286a81e1a43493b576	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
06d739f3e49cf9b246d752ecf63fa614	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas
06e1863af31b0ff433dde71ef808d0d8	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Other
06e3e97f3ee71ab689e7ad5a04838013	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
06eb45aaf25465e5620401a2477d5864	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium
06eb5dc1a77941e40d913514a8535872	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Polynucleobacter
06eb665de7a0e94e4aa84a095814db8c	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA
06ed3eb81b31851da1c8e006cade9f71	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
06ed68b7014313acb5d586fc3662ec38	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium
06f6085489579cdea1e8a4ea9acf9549	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA
06fac7c42988e01c540b225bdb3e36c8	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila
06fdd7f2c9c3cd1a106930923e4241e5	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
0700be5127fa73e59c0e15697fc72370	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Lawsonia
07025fbd21af3ab3462833b46af3ea38	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
07026dcf2df4aad8943b54c251f4b34b	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
07077ae8ad7aba43b80499d48a733609	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
070905217780f0b9fa7e6635a9d7a7fb	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	NA
070b25cc661b5df99d635a15272e9cb4	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Flexispira
070d34d9ef8b626b03d8e339f40fc4b7	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
071a8a7b586aa50fabeab5cc4e9c6e6e	Bacteria	Proteobacteria	Gammaproteobacteria	Other	Other	Other
07204b69fab35d7697fe1ae18a5b04bb	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	NA
073a5265d69d3a2ef137fb31c52d3c0a	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Other
073e63addbc96d4079b81bf91d13bc63	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	NA
074ca475a31ccbed6bf23f3f74ab0c75	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Anaerobiospirillum
0750c8b89d964dc95819ea77abcbce4a	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio
07512549f726ed39256620c9b1bbb38c	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	NA
07627c51fd0748eb94d9b045247d9084	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	NA	NA
076be94ca980042124858d03e90e695e	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Other
076f1bd65ba9764b03a938baa4a4f8cb	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
0772e166446ef4ac0d8f4c640e385432	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter
07730cbe221825435936db3b8e5ff994	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella
077d8e3affffc46663efe9e224ba68b3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea
07827c73d8da160f0001f8ec72dcd91a	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Plesiomonas
07867fbd8ff020cb21f214ba989c6f59	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus
078c2eabc26547c117b52f857810bcb2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia
0791333330727b1e03cebdabd32c5c1c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia
07950b2fa0600977d4e5fa6c65ca6093	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella
07a58c0ee76a9d9d4cd10f55a3cb606d	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella
07a70928f968ed7d749bde76258a35d5	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA
07a8adb00938d4ff3eb49f772a3b9d52	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
07b7f4a2410d90bea1d77b643d3903b1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Tatlockia
07c7d80dd5d97a466d119f05376600df	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	NA
07cbb1426cbf942723b9318a299e63aa	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax
07d589dd0d3642c51068e4b5697549e9	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA
07db5bf47e8ef5b8e011945d00e50e0c	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella
07dfdb4cdc9d06a648798bf7e4f9c55d	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
07e00f8177c47ea1f775eb44350efda5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
07e220890314972d674f444844263fb7	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
07e7f2da83cc435ab018eaf4029e60f5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
0800f021a0a0a040dcddfbc9ecd5f7f4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Other
0802e07e6fc7d5276e174ddf4fdb9c4c	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
081475ed6e3791214e35a6afff8853be	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azomonas
08152400cc8aa5e82a726972960e65dd	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
0817e05ea23941c0866e3ea6a9d6de08	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Other
081c3d2193205da35ab406eac4fa4991	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA
0824b06b2020a6157d4eeaf441d9356d	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas
08254ab32a6be2393477c72a4a7f27b7	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
083ebf419f2dcbc26de739fc4864c3ae	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
08408e2aee9e92397c43d16cc7f927a1	Bacteria	TM6	SJA-4	NA	NA	NA
0843959593d5a9cc8104941ea6a48014	Bacteria	TM7	SC3	NA	NA	NA
084c8e03ddea2b6132d2182360002a10	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Other
0850170b27ca1b810409ca495bc06a5d	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	gut
085b8c53f27ff12c0f9a93304d33beef	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
08625e1c02c020535b9acb0a03678fbe	Bacteria	Verrucomicrobia	[Spartobacteria]	[Chthoniobacterales]	[Chthoniobacteraceae]	DA101
086ba9c8a05f27579c737e5f4cb45e35	Bacteria	[Thermi]	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
